Entry,Entry name,Status,Protein names,Gene names,Organism,Virus hosts,Pathway
F5BDB9,F5BDB9_9GAMC,unreviewed,Polyprotein 1a,1,Infectious bronchitis virus,,
A0A286NQV7,A0A286NQV7_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),,Infectious bronchitis virus,,
K4LKR5,K4LKR5_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
G8HLT7,G8HLT7_9GAMC,unreviewed,Spike glycoprotein (Fragment),,Infectious bronchitis virus,,
A0A1L5JGH6,A0A1L5JGH6_9GAMC,unreviewed,Spike glycoprotein (Fragment),,Infectious bronchitis virus,,
I6R9G4,I6R9G4_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
G8FQ97,G8FQ97_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
M4VKH5,M4VKH5_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
B2L0T7,B2L0T7_9GAMC,unreviewed,Spike glycoprotein (Fragment),,Infectious bronchitis virus,,
B0FAW7,B0FAW7_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
A0A1P8FCI3,A0A1P8FCI3_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
A0A3G1IHF1,A0A3G1IHF1_9GAMC,unreviewed,S1 protein (Fragment),,Infectious bronchitis virus,,
A0A2I6J0K7,A0A2I6J0K7_9GAMC,unreviewed,Nucleoprotein (Fragment),N,Infectious bronchitis virus,,
A0A3G3LQC4,A0A3G3LQC4_9GAMC,unreviewed,S1 (Fragment),,Infectious bronchitis virus,,
Q9WCG2,Q9WCG2_9GAMC,unreviewed,Spike glycoprotein (Fragment),,Infectious bronchitis virus,,
A0A1Q1NHN4,A0A1Q1NHN4_9GAMC,unreviewed,Spike protein (Fragment),S1,Infectious bronchitis virus,,
A0A0S2XHF0,A0A0S2XHF0_9GAMC,unreviewed,Spike glycorotein (Fragment),,Infectious bronchitis virus,,
A0A1P8SMY7,A0A1P8SMY7_9GAMC,unreviewed,ORF1ab,1ab,Infectious bronchitis virus,,
C1KAS4,C1KAS4_9GAMC,unreviewed,S1 glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A1P8SMS5,A0A1P8SMS5_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Infectious bronchitis virus,,
A0A286LPL7,A0A286LPL7_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
A0A2Z4BXA4,A0A2Z4BXA4_9GAMC,unreviewed,S1 (Fragment),,Infectious bronchitis virus,,
A0A386BY90,A0A386BY90_9GAMC,unreviewed,Spike (Fragment),,Infectious bronchitis virus,,
A0A286NR29,A0A286NR29_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),,Infectious bronchitis virus,,
A0A516UWI8,A0A516UWI8_9GAMC,unreviewed,Polyprotein 1ab,,Infectious bronchitis virus,,
A0A024CIK1,A0A024CIK1_9GAMC,unreviewed,Spike protein (Fragment),,Infectious bronchitis virus,,
Q9QGT3,Q9QGT3_9GAMC,unreviewed,Spike glycoprotein S-1 subunit (Fragment),S-1,Infectious bronchitis virus,,
A0A3G1FHR8,A0A3G1FHR8_9GAMC,unreviewed,Spike protein (Fragment),S,Infectious bronchitis virus,,
A0A481XY44,A0A481XY44_9GAMC,unreviewed,Spike protein subunit S1 (Fragment),,Infectious bronchitis virus,,
Q60HL3,Q60HL3_9GAMC,unreviewed,S1 glycoprotein (Fragment),S1,Infectious bronchitis virus,,
B6V8I3,B6V8I3_9GAMC,unreviewed,S1 glycoprotein (Fragment),,Infectious bronchitis virus,,
A0A286LPK9,A0A286LPK9_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
A0A1V0G391,A0A1V0G391_9GAMC,unreviewed,ORF1ab,1ab,Infectious bronchitis virus,,
A6N8A3,A6N8A3_9GAMC,unreviewed,S1 glycoprotein (Fragment),,Infectious bronchitis virus,,
Q6RD17,Q6RD17_CVHSA,unreviewed,Envelope small membrane protein (E protein) (sM protein),E,SARS coronavirus TW4,,
A0A0U2L683,A0A0U2L683_9BETC,unreviewed,Spike protein (Fragment),S,Betacoronavirus 1,,
A0A386BXU5,A0A386BXU5_9BETC,unreviewed,ORF1ab,,Betacoronavirus 1,,
B7SXR4,B7SXR4_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
C0L9R8,C0L9R8_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Infectious bronchitis virus,,
Q8QR96,Q8QR96_9GAMC,unreviewed,S1 glycoprotein (Fragment),,Infectious bronchitis virus,,
A0A481NUK2,A0A481NUK2_9GAMC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Infectious bronchitis virus,,
E3W5F7,E3W5F7_9ALPC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein),S,Feline coronavirus UU40,,
M1RSQ6,M1RSQ6_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
A0A1P8LK15,A0A1P8LK15_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
X5CPV6,X5CPV6_9GAMC,unreviewed,Spike glycoprotein (Fragment),S,Infectious bronchitis virus,,
A0A023VWN9,A0A023VWN9_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
Q64935,Q64935_9GAMC,unreviewed,S1 glycoprotein (Fragment),,Infectious bronchitis virus,,
D5LL66,D5LL66_9GAMC,unreviewed,S1 glycoprotein (Fragment),,Infectious bronchitis virus,,
A0A1Z1XBK0,A0A1Z1XBK0_9GAMC,unreviewed,Spike glycorotein (Fragment),,Infectious bronchitis virus,,
A0A1P8SFM0,A0A1P8SFM0_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
A0A1L5JGK2,A0A1L5JGK2_9GAMC,unreviewed,Spike glycoprotein (Fragment),,Infectious bronchitis virus,,
A0A1V0G337,A0A1V0G337_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Infectious bronchitis virus,,
A0A2P1DNR9,A0A2P1DNR9_9GAMC,unreviewed,Spike (Fragment),S1,Infectious bronchitis virus,,
A0A0E3SUB4,A0A0E3SUB4_9GAMC,unreviewed,S1 protein (Fragment),S,Infectious bronchitis virus,,
H9BR35,H9BR35_9NIDO,unreviewed,Spike glycoprotein,S,Common moorhen coronavirus HKU21,,
A0A286NRG6,A0A286NRG6_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),,Infectious bronchitis virus,,
D7RPC2,D7RPC2_9GAMC,unreviewed,S1 glycoprotein (Fragment),,Infectious bronchitis virus,,
A0A3G6IUQ9,A0A3G6IUQ9_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A0B5G2F9,A0A0B5G2F9_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
Q7TAV3,Q7TAV3_9GAMC,unreviewed,"Spike glycoprotein, S1 subunit (Fragment)",s1,Infectious bronchitis virus,,
A0A1L7H962,A0A1L7H962_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Infectious bronchitis virus,,
K4L9Q9,K4L9Q9_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A1P8SMN9,A0A1P8SMN9_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
Q6WCE0,Q6WCE0_9GAMC,unreviewed,S1 glycoprotein (Fragment),S1,Infectious bronchitis virus,,
D0R1C0,D0R1C0_9GAMC,unreviewed,Spike 1 protein (Fragment),S1,Infectious bronchitis virus,,
K4LNB6,K4LNB6_9GAMC,unreviewed,Subunit S1 spike protein (Fragment),,Infectious bronchitis virus,,
A0A3G3BK81,A0A3G3BK81_9GAMC,unreviewed,S1 (Fragment),,Infectious bronchitis virus,,
A0A3G6IQK5,A0A3G6IQK5_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
B0FAX4,B0FAX4_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
F1KCM9,F1KCM9_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
R4ND74,R4ND74_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),S1,Infectious bronchitis virus,,
I6QWL3,I6QWL3_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
J9WPN4,J9WPN4_9GAMC,unreviewed,Spike glycoprotein S1 subunit (Fragment),,Infectious bronchitis virus,,
K7QX71,K7QX71_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
A0A1L5JGQ1,A0A1L5JGQ1_9GAMC,unreviewed,Spike glycoprotein (Fragment),,Infectious bronchitis virus,,
I6QRG7,I6QRG7_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
A0A1Z1XBG1,A0A1Z1XBG1_9GAMC,unreviewed,Spike glycorotein (Fragment),,Infectious bronchitis virus,,
A0A0A7X7Q9,A0A0A7X7Q9_9GAMC,unreviewed,Spike glycoprotein (Fragment),,Infectious bronchitis virus,,
A0A0S2XHE1,A0A0S2XHE1_9GAMC,unreviewed,Spike glycorotein (Fragment),,Infectious bronchitis virus,,
T1YWG1,T1YWG1_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
K0H491,K0H491_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A221J5S8,A0A221J5S8_9GAMC,unreviewed,Envelope small membrane protein (E protein) (sM protein),E,Infectious bronchitis virus,,
A0A1L4BI68,A0A1L4BI68_9GAMC,unreviewed,Spike S1 protein (Fragment),S1,Infectious bronchitis virus,,
A0A386BXK6,A0A386BXK6_9GAMC,unreviewed,Spike (Fragment),,Infectious bronchitis virus,,
A0A023VWD2,A0A023VWD2_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
A0A481XWG7,A0A481XWG7_9GAMC,unreviewed,Spike protein subunit S1 (Fragment),,Infectious bronchitis virus,,
X5D396,X5D396_9GAMC,unreviewed,Spike glycoprotein (Fragment),S,Infectious bronchitis virus,,
A0A411D556,A0A411D556_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A515HF08,A0A515HF08_9GAMC,unreviewed,Spike protein (Fragment),,Infectious bronchitis virus,,
A0A024CI41,A0A024CI41_9GAMC,unreviewed,Spike protein (Fragment),,Infectious bronchitis virus,,
E0Z5I8,E0Z5I8_9GAMC,unreviewed,S1 protein (Fragment),,Infectious bronchitis virus,,
E0Z5P5,E0Z5P5_9GAMC,unreviewed,S1 protein (Fragment),,Infectious bronchitis virus,,
Q4PNK7,Q4PNK7_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),S1,Infectious bronchitis virus,,
A0A515HEW9,A0A515HEW9_9GAMC,unreviewed,Spike protein (Fragment),,Infectious bronchitis virus,,
F1KCN8,F1KCN8_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
A0A286NR53,A0A286NR53_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),,Infectious bronchitis virus,,
E0Z5Q1,E0Z5Q1_9GAMC,unreviewed,S1 protein (Fragment),,Infectious bronchitis virus,,
F1KCS1,F1KCS1_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
Q8JR28,Q8JR28_9GAMC,unreviewed,S1 glycoprotein (Fragment),,Infectious bronchitis virus,,
A0A1B0Z563,A0A1B0Z563_9GAMC,unreviewed,Spike glycoprotein S1 subunit (Fragment),,Infectious bronchitis virus,,
A0A3G1DHP9,A0A3G1DHP9_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
E0ZR64,E0ZR64_9GAMC,unreviewed,Spike glycoprotein (Fragment),S,Infectious bronchitis virus,,
A0A286NR56,A0A286NR56_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),,Infectious bronchitis virus,,
A0A1Q1NHX5,A0A1Q1NHX5_9GAMC,unreviewed,Spike protein (Fragment),S1,Infectious bronchitis virus,,
C7E9L8,C7E9L8_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
I6QWC9,I6QWC9_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
G3FLY9,G3FLY9_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),,Infectious bronchitis virus,,
A0A286NQZ7,A0A286NQZ7_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),,Infectious bronchitis virus,,
C7EDA9,C7EDA9_9GAMC,unreviewed,S1 glycoprotein (Fragment),,Infectious bronchitis virus,,
A0A1V0G3B9,A0A1V0G3B9_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Infectious bronchitis virus,,
A0A1L5JH51,A0A1L5JH51_9GAMC,unreviewed,Spike glycoprotein (Fragment),,Infectious bronchitis virus,,
A0A139ZAX9,A0A139ZAX9_9GAMC,unreviewed,Glycoprotein S1 subunit (Fragment),spike,Infectious bronchitis virus,,
A0A1L5JG36,A0A1L5JG36_9GAMC,unreviewed,Spike glycoprotein (Fragment),,Infectious bronchitis virus,,
I6QWK3,I6QWK3_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
A0A1L1XHM4,A0A1L1XHM4_9GAMC,unreviewed,5a protein,5a,Infectious bronchitis virus,,
K7REA3,K7REA3_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
J9WTX2,J9WTX2_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Infectious bronchitis virus,,
E5D0B0,E5D0B0_9GAMC,unreviewed,Polyprotein 1a,,Infectious bronchitis virus,,
D0R1C6,D0R1C6_9GAMC,unreviewed,Spike 1 protein (Fragment),S1,Infectious bronchitis virus,,
A0A4P8GCU4,A0A4P8GCU4_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
I6QWG5,I6QWG5_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
A0A411NQ57,A0A411NQ57_9GAMC,unreviewed,S1 protein (Fragment),,Infectious bronchitis virus,,
A0A3G1J7J1,A0A3G1J7J1_9GAMC,unreviewed,Spike protein (Fragment),,Infectious bronchitis virus,,
A0A1L5JGU1,A0A1L5JGU1_9GAMC,unreviewed,Spike glycoprotein (Fragment),,Infectious bronchitis virus,,
A0A023PLZ1,A0A023PLZ1_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
A0A5B8RIJ3,A0A5B8RIJ3_9GAMC,unreviewed,Glycoprotein S1 (Fragment),,Infectious bronchitis virus,,
D1KY90,D1KY90_9GAMC,unreviewed,S1 glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A1Q1NHK0,A0A1Q1NHK0_9GAMC,unreviewed,Spike protein (Fragment),S1,Infectious bronchitis virus,,
A0A0U1T9N1,A0A0U1T9N1_9GAMC,unreviewed,S1 glycoprotein (Fragment),s1,Infectious bronchitis virus,,
A0A3G1DHS8,A0A3G1DHS8_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
Q4G2X2,Q4G2X2_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Infectious bronchitis virus,,
A0A1X9Y2N5,A0A1X9Y2N5_9GAMC,unreviewed,1a polyprotein,1a,Infectious bronchitis virus,,
C7EDB8,C7EDB8_9GAMC,unreviewed,S1 glycoprotein (Fragment),,Infectious bronchitis virus,,
Q60HJ9,Q60HJ9_9GAMC,unreviewed,S1 glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A0U1Z529,A0A0U1Z529_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
B5A548,B5A548_9GAMC,unreviewed,5a protein,5a,Infectious bronchitis virus,,
V9VIS6,V9VIS6_9GAMC,unreviewed,Nucleocapsid protein (Fragment),N,Infectious bronchitis virus,,
D5LRS9,D5LRS9_9GAMC,unreviewed,S1 spike glycoprotein (Fragment),,Infectious bronchitis virus,,
A0A2Z4C4N7,A0A2Z4C4N7_9GAMC,unreviewed,S1 (Fragment),,Infectious bronchitis virus,,
A0A0U1WA23,A0A0U1WA23_9GAMC,unreviewed,S1 glycoprotein (Fragment),s1,Infectious bronchitis virus,,
C1KAS1,C1KAS1_9GAMC,unreviewed,S1 glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A1X9Y2P6,A0A1X9Y2P6_9GAMC,unreviewed,1a polyprotein,1a,Infectious bronchitis virus,,
A0A2Z4BYH4,A0A2Z4BYH4_9GAMC,unreviewed,S1 (Fragment),,Infectious bronchitis virus,,
Q9EM12,Q9EM12_9GAMC,unreviewed,Spike glycoprotein S-1 subunit (Fragment),S-1,Infectious bronchitis virus,,
F1KCL6,F1KCL6_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
O55340,O55340_9GAMC,unreviewed,Spike glycoprotein S1 subunit (Fragment),,Infectious bronchitis virus,,
A0A0K0WS25,A0A0K0WS25_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
X5CMU2,X5CMU2_9GAMC,unreviewed,Spike glycoprotein (Fragment),S,Infectious bronchitis virus,,
A0A286NQZ9,A0A286NQZ9_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),,Infectious bronchitis virus,,
X5CPW2,X5CPW2_9GAMC,unreviewed,Spike glycoprotein (Fragment),S,Infectious bronchitis virus,,
A0A1L5JGF9,A0A1L5JGF9_9GAMC,unreviewed,Spike glycoprotein (Fragment),,Infectious bronchitis virus,,
A0T2H1,A0T2H1_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),S1,Infectious bronchitis virus,,
B5LSW1,B5LSW1_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Infectious bronchitis virus,,
C1J004,C1J004_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
C3VAB4,C3VAB4_9GAMC,unreviewed,Nucleocapsid protein (Fragment),,Infectious bronchitis virus,,
A0A1C9HKA4,A0A1C9HKA4_9GAMC,unreviewed,Spike protein (Fragment),,Infectious bronchitis virus,,
A0A3G3BK95,A0A3G3BK95_9GAMC,unreviewed,S1 (Fragment),,Infectious bronchitis virus,,
T1YW31,T1YW31_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
I7ARI2,I7ARI2_9GAMC,unreviewed,S1 glycoprotein (Fragment),S1,Infectious bronchitis virus,,
I6QWB6,I6QWB6_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
Q991L4,Q991L4_9GAMC,unreviewed,Spike glycoprotein S2 subunit (Fragment),S,Infectious bronchitis virus,,
D3K676,D3K676_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A3G6IQ98,A0A3G6IQ98_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
D3K656,D3K656_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
E3W5G1,E3W5G1_9ALPC,unreviewed,Envelope small membrane protein (E protein) (sM protein),E,Feline coronavirus UU40,,
A0A3G6IQJ5,A0A3G6IQJ5_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A3G6IPT7,A0A3G6IPT7_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A3G6IQ14,A0A3G6IQ14_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A0B5FZ92,A0A0B5FZ92_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
I6R9H3,I6R9H3_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
D0R1F2,D0R1F2_9GAMC,unreviewed,Spike 1 protein (Fragment),S1,Infectious bronchitis virus,,
Q91S46,Q91S46_9GAMC,unreviewed,Spike glycoprotein S-1 subunit (Fragment),,Infectious bronchitis virus,,
Q2VU98,Q2VU98_9GAMC,unreviewed,S1 glycoprotein (Fragment),,Infectious bronchitis virus,,
Q8QMF7,Q8QMF7_9GAMC,unreviewed,S1 surface glycoprotein (Fragment),,Infectious bronchitis virus,,
Q6RD20,Q6RD20_CVHSA,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,SARS coronavirus TW4,,
A0A1C9HK93,A0A1C9HK93_9GAMC,unreviewed,Spike protein (Fragment),,Infectious bronchitis virus,,
W8FS53,W8FS53_9GAMC,unreviewed,Spike glycoprotein S1 (Fragment),S1,Infectious bronchitis virus,,
C7DZG5,C7DZG5_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
A4ZCV1,A4ZCV1_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Infectious bronchitis virus,,
M9YTD6,M9YTD6_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
E0Z5K9,E0Z5K9_9GAMC,unreviewed,S1 protein (Fragment),,Infectious bronchitis virus,,
A0A1L5JGW6,A0A1L5JGW6_9GAMC,unreviewed,Spike glycoprotein (Fragment),,Infectious bronchitis virus,,
A0A2Z4BYG5,A0A2Z4BYG5_9GAMC,unreviewed,S1 (Fragment),,Infectious bronchitis virus,,
K4LKU0,K4LKU0_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A346RQV9,A0A346RQV9_9GAMC,unreviewed,Spike protein 1 (Fragment),,Infectious bronchitis virus,,
Q4JIK3,Q4JIK3_9GAMC,unreviewed,Nucleoprotein (Nucleocapsid protein) (NC) (Protein N),N,Infectious bronchitis virus,,
A0A346PYP3,A0A346PYP3_9GAMC,unreviewed,Spike,S,Infectious bronchitis virus,,
W5U237,W5U237_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
B0FAV0,B0FAV0_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
Q1M2W8,Q1M2W8_9GAMC,unreviewed,Nucleocapsid protein (Fragment),N,Infectious bronchitis virus,,
A0A1P8NTM4,A0A1P8NTM4_9GAMC,unreviewed,Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2'],S,Infectious bronchitis virus,,
Q005R1,Q005R1_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
A0A1P8SMT8,A0A1P8SMT8_9GAMC,unreviewed,ORF5a,5a,Infectious bronchitis virus,,
J7KEX2,J7KEX2_9GAMC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Infectious bronchitis virus,,
A0A0A1G2I7,A0A0A1G2I7_9GAMC,unreviewed,Polyprotein 1a,,Infectious bronchitis virus,,
X5D570,X5D570_9GAMC,unreviewed,Spike glycoprotein (Fragment),S,Infectious bronchitis virus,,
A0A1Q1NHL9,A0A1Q1NHL9_9GAMC,unreviewed,Spike protein (Fragment),S1,Infectious bronchitis virus,,
A0A0U1UVF2,A0A0U1UVF2_9GAMC,unreviewed,S1 glycoprotein (Fragment),s1,Infectious bronchitis virus,,
E5D076,E5D076_9GAMC,unreviewed,Polyprotein 1ab,,Infectious bronchitis virus,,
Q5XLA0,Q5XLA0_9GAMC,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Infectious bronchitis virus,,
A0A3G1HJS7,A0A3G1HJS7_9GAMC,unreviewed,S1 protein (Fragment),S1,Infectious bronchitis virus,,
K4LKR8,K4LKR8_9GAMC,unreviewed,Spike glycoprotein (Fragment),S1,Infectious bronchitis virus,,
B6VDX1,B6VDX1_9NIDO,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Bulbul coronavirus HKU11-796,,
D5HJR5,D5HJR5_BCHK3,unreviewed,Membrane protein (M protein) (E1 glycoprotein) (Matrix glycoprotein) (Membrane glycoprotein),M,Bat SARS coronavirus HKU3-5,,
C1KEZ0,C1KEZ0_9GAMC,unreviewed,Spike glycoprotein S1 subunit (Fragment),S1,Infectious bronchitis virus CK/CH/LHLJ/04V,,
